epoch,total_loss,recon_loss,kl_loss,latent_std
26,0.5211104236397088,0.5211102424883375,1.8410969014261283e-07,0.9897966525133919
27,0.520993192990621,0.5209929919710347,2.0476313782673257e-07,0.9849973694950926
28,0.5212409835235745,0.5212407602983362,2.2605572845421585e-07,0.9938145034453448
29,0.521075895019606,0.5210754754496556,4.1898559121524586e-07,0.9836041494911792
30,0.5212542449726778,0.5212540661587435,1.7720694635428635e-07,1.0009712682050818
31,0.5209130177310869,0.520912859954086,1.5730220897524965e-07,0.9811939784124786
32,0.5209026196423698,0.5209024536843393,1.6396755681318396e-07,0.9882897442462397
33,0.5207939241446701,0.5207937955856323,1.236467677004197e-07,0.99087774402955
34,0.5208415833174014,0.5208413963224373,1.9192549527860157e-07,0.9858276353162878
35,0.5209018845184177,0.520901194974488,6.890873990806879e-07,0.9938302671208101
36,0.5207609394017387,0.5207606355349222,3.0302680006214217e-07,0.9948629573279736
37,0.520949103084265,0.5209489523195753,1.5257255119435927e-07,0.9912816636702594
38,0.5206838624150145,0.5206837373621324,1.222954369058796e-07,0.9851828462937299
39,0.5207616873815948,0.5207611637956956,5.165735880533854e-07,0.987924219346514
40,0.5206770394362655,0.520676922564413,1.1347526428746242e-07,0.9940152659135706
41,0.5206820614197675,0.5206819503915077,1.1170392527299768e-07,0.9844404774553636
42,0.5206718608444812,0.5206717474787843,1.1148479054955875e-07,0.998868534377977
43,0.520796374947417,0.5207962498945349,1.2717118450239594e-07,0.9949336753172033
44,0.5207900217935151,0.5207898897283217,1.322295443684447e-07,0.9866162491779701
45,0.5207937453307357,0.5207936272901648,1.1778491384842816e-07,0.9984628160794576
46,0.520734126661338,0.5207340051146114,1.193553793664072e-07,0.9939393097279119
47,0.5205274037286347,0.5205272810131896,1.2046931421055512e-07,0.9944165839868433
48,0.5205183239544139,0.5205182047451243,1.1745621176326977e-07,0.9962880623106863
49,0.5205028244093353,0.5205027098749199,1.1301873361363131e-07,0.9840048878800636
50,0.5203707077923942,0.5203705909205418,1.190266772812488e-07,0.9935575384719699
51,0.5206022321009168,0.5206015320385203,6.963553674080793e-07,0.9919010085218093
52,0.5203948207930023,0.5203942738327325,5.426140976887123e-07,0.9794550853617051
53,0.5207014013739193,0.5207012891769409,1.1006041484720566e-07,0.9831829304788627
54,0.5206321477890015,0.5206318567780888,2.8858216954212564e-07,0.9830546729704913
55,0.520510824287639,0.5205106746916678,1.489933507115233e-07,0.9903738498687744
56,0.5204392881954417,0.5204391759984633,1.1042563938627056e-07,0.9806786319788765
57,0.5204814614034167,0.5204813386879715,1.2178412255118874e-07,0.9911335484654296
58,0.5204906077945933,0.5204904430052814,1.6331015264286714e-07,0.9791495367592457
59,0.5203067777203578,0.5203066608485054,1.1431528072731168e-07,0.9861086174553516
60,0.5205287360677532,0.5205285666035671,1.690989615870457e-07,0.9886956413586935
61,0.5203323784996482,0.520332277989855,9.96880379377627e-08,0.9848169111738018
62,0.5201703941120821,0.520170295939726,9.693059266782274e-08,1.0002405736960618
63,0.5201349842782114,0.5201348755873886,1.0103936873230279e-07,0.9774781418781654
64,0.5200577565267974,0.5200576548482857,9.578013536976833e-08,0.9870699983017117
65,0.520150690686469,0.5201505866705203,1.0538554074717503e-07,0.9883066965084449
66,0.520314658389372,0.5203145543734232,1.0967692908118753e-07,0.9879457868781745
67,0.5203647110976425,0.5203646082504123,1.0056457683151844e-07,0.9987532660072925
68,0.5202243012540481,0.5202242030816919,9.88297602709602e-08,0.9777061541875204
69,0.5202212707669127,0.5202211620760899,1.058603326479594e-07,0.9901528732449401
70,0.5202230740995968,0.5202229689149296,1.0295679756239349e-07,0.9958145337946275
71,0.5202052394549052,0.5202051412825491,9.731407843384088e-08,0.9785126248995463
72,0.5200012618420171,0.5200011718506906,9.475750666038663e-08,0.989111110275867
73,0.5201368986391554,0.5201368039729548,9.481229034124636e-08,0.9893393843781715
74,0.5202870766321818,0.5202869843034184,9.411836371702307e-08,0.9922202299622929
75,0.5204573004853492,0.5204572104940227,9.061220814200009e-08,1.0001609640962936
76,0.5201242998534558,0.5201242168744405,8.679561170877195e-08,0.98732436170765
77,0.5200124698526719,0.5200123646680046,1.0058283805847168e-07,0.987012013500812
78,0.5202625686047124,0.5202624727697933,9.588970273148779e-08,0.9890710980284447
79,0.5202866220006755,0.5202865062975416,1.161231421956829e-07,0.9953743009006276
80,0.5202502526488959,0.5202501556452583,9.683928653305652e-08,0.9792642640132531
81,0.5201661084212509,0.5201660055740207,1.0169677290261961e-07,0.9823554450390386
82,0.5201405742589165,0.520140481930153,9.161657562442855e-08,0.9896656660472646
83,0.5200530056859932,0.5200529133572298,9.377140040491142e-08,0.9943967929073408
84,0.5200390289811527,0.5200389331462336,9.658362935571109e-08,0.9803736396864349
85,0.5201806694853539,0.5201805841689017,8.745301587908876e-08,0.9875694302951589
86,0.5199048799626967,0.5199048016585556,8.071462313334148e-08,0.9910380758491217
87,0.5200475314084221,0.5200474507668439,8.475035429000854e-08,0.982070574573442
88,0.5199155947741341,0.5199154556966296,1.4019143932005939e-07,0.9906456341930464
89,0.520142977144204,0.5201428906590331,9.092264900020524e-08,0.996397852897644
90,0.5200767879392586,0.5200766979479322,9.112352249669094e-08,0.9900245549632054
91,0.5200956662495931,0.5200955610649258,1.0724818589640599e-07,0.999706624769697
92,0.520084609003628,0.5200845213497386,8.991828151777679e-08,0.9937954580082613
93,0.52036865902882,0.5203685690374935,9.165309807833503e-08,0.9920971603954539
94,0.52035139355005,0.5203513210895014,8.374598680758009e-08,0.9865413319830801
95,0.5202444429491081,0.520244347114189,9.342443709279977e-08,0.9824865752575445
96,0.5198320711360258,0.5198319834821364,9.227397979474535e-08,0.992381889446109
97,0.5199857856713089,0.5199856898363899,9.62549272705527e-08,0.9909991902463576
98,0.5200841438536551,0.5200840538623286,9.053916323418711e-08,0.9888869360381481
99,0.5198362785227159,0.519836192037545,9.232876347560509e-08,0.9914991072579926
100,0.5204282952289955,0.5204282145874173,8.544428091423185e-08,0.983696389432047
101,0.520220071661706,0.5202199828390982,8.904174262402105e-08,0.9877318494460162
102,0.5198418311044282,0.51984175046285,8.847564458847046e-08,0.9887881804915035
103,0.5200197918742311,0.5200197065577787,8.946175084394567e-08,0.9908851759106505
104,0.5202301004353691,0.5202300104440427,9.094091022715848e-08,0.9866161626927993
105,0.5200153215258729,0.5200152362094206,8.705126888611737e-08,0.9844796365382624
106,0.5200534018815732,0.5200533177338394,8.90234813970678e-08,0.9893898204261181
107,0.5200042899917153,0.5200042000003889,8.958957943261839e-08,0.9915883844973994
108,0.5200999460968316,0.5200998596116608,8.904174262402105e-08,0.9792902387824713
109,0.5201151639807458,0.5201150693145453,9.479402911429311e-08,0.9934215650838965
110,0.5199495682529375,0.5199494817677666,9.165309807833503e-08,0.9842247261720545
111,0.5202029779845593,0.5202028482568031,1.3686789601456886e-07,0.9888591883229274
112,0.520153166032305,0.5201530620163562,1.0458204676123227e-07,0.9825344553180769
113,0.5202052756851795,0.5202051845251345,9.55244781924229e-08,0.9848896592271095
114,0.5199994444847107,0.5199993591682583,9.51957761072645e-08,0.9855005074949825
115,0.5196291143987694,0.5196290325884726,8.898695894316131e-08,0.9889020019886541
116,0.5202151572003084,0.5202150601966709,9.886628272486668e-08,0.9852100949661404
117,0.5200756437638226,0.5200755537724963,9.267572678771674e-08,0.9867154418253431
118,0.5201668774380404,0.5201667909528694,8.694170152439791e-08,0.985407735787186
